,title,subtitle,price_unit,price,price_unit_2,price_2,type_size,bedrooms,suite,parking,description
2132,"QC 2, JARDINS MANGUEIRAL, BRASILIA",,R$,1.900,m² R$,41,Aluguel Apartamento 46 m²,2 Quartos,1 Vaga,,"Julisce Alencar Assessoria Imobiliária aluga... Apartamento localizado na Quadra 02, 46m² de área útil, primeiro andar,... 21/08/22"
2133,"SQSW 101 Bloco B, SUDOESTE, BRASILIA",,R$,3.600,m² R$,43,Aluguel Apartamento 82 m²,3 Quartos,1 Suíte,1 Vaga,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
2134,"QRSW 5 COMERCIO LOCAL 1, SUDOESTE, BRASILIA",ED. GOLDEN CENTER,R$,950,m² R$,25,Aluguel Apartamento 37 m²,1 Quarto,,,Aluguel sem fiador aluguel com cartão de crédito. (Obs: Sujeito a análise de crédito) Este é o apartamento ideal para v... 21/08/22
2135,"QS 9 Rua 123, AREAL, AGUAS CLARAS",,R$,650,m² R$,23,Aluguel Kitnet 28 m²,1 Vaga,,,"Ótima kitnet na QS 09 RUA 123 kitnet bem arejada e iluminada, com pia e tanque, Banheiro social, varanda e uma vag... 21/08/22"
2136,"Quadra 17, SOBRADINHO, SOBRADINHO",,R$,1.400,m² R$,18,Aluguel Apartamento 75 m²,3 Quartos,1 Suíte,1 Vaga,"EXCELENTE APARTAMENTO - EDIFÍCIO MARIANA Apartamento com 3 Quartos sendo 1 suíte, Sala Ampla, Cozinha Ampla com a... 21/08/22"
2137,"SQN 109 Bloco N, ASA NORTE, BRASILIA",COBERTURA COLETIVA,R$,8.500,m² R$,49,Aluguel Apartamento 173 m²,4 Quartos,2 Suítes,2 Vagas,"Excelente Apartamento com 04 quartos, vazado, no centro da Asa Norte. Prédio Novo com lazer coletivo. Apartamento de 4 ... 21/08/22"
2138,"QNM 40 Conjunto F2, TAGUATINGA NORTE, TAGUATINGA",EXCELENTE LOCALIZAÇÃO,R$,900,m² R$,18,Aluguel Apartamento 50 m²,2 Quartos,,,"Apartamento com 2 quartos, área de serviço, excelente localização. Para Comprar, Vender ou Alugar seu imóvel...Conte co... 21/08/22"
2139,"SQSW 300, SUDOESTE, BRASILIA",,R$,17.000,m² R$,56,Aluguel Apartamento 300 m²,4 Quartos,4 Suítes,3 Vagas,Excelente apartamento com 4 suites Com closet Sala Sala de jantar Lavabo Escritório Home theater Varanda Cozi... 21/08/22
2140,"SEPS 712/912, ASA SUL, BRASILIA",,R$,1.300,m² R$,52,Aluguel Kitnet 25 m²,1 Quarto,1 Vaga,,"Sala com sofá, rack, estante para computador; Quarto com cama de casal, armário, ar condicionado; Copa com armários, fog... 21/08/22"
2141,"SQN 212 Bloco B, ASA NORTE, BRASILIA",,R$,4.600,m² R$,43,Aluguel Apartamento 106 m²,4 Quartos,2 Suítes,2 Vagas,"Lumac Imóveis aluga excelente apartamento de 4 quartos, 2 suítes, sem dependência de empregada, armários embutidos, 2 va... 21/08/22"
2142,"SQN 105 Bloco A, ASA NORTE, BRASILIA",,R$,4.500,m² R$,37,Aluguel Apartamento 120 m²,3 Quartos,1 Suíte,1 Vaga,"SQN 105- ASA NORTE/DF. LOCAÇÃO. Apartamento 120m2, grande, vazado, com 03 quartos sendo 01 suíte, localizado no , vist... 21/08/22"
2143,"SQSW 105 Bloco E, SUDOESTE, BRASILIA",,R$,2.900,m² R$,41,Aluguel Apartamento 70 m²,2 Quartos,1 Vaga,,"ÓTIMA OPORTUNIDADE PARA MORAR NO SUDOESTE! APARTAMENTO NA SQSW 105, BL ""E"" SENDO: - SALA; - 02 QUARTOS COM ARMÁRI... 21/08/22"
2144,"CCSW 5, SUDOESTE, BRASILIA",,R$,800,m² R$,32,Aluguel Kitnet 25 m²,1 Quarto,,,"Sala; Quarto com armário; Copa com armários, fogão, frigobar e bancada para refeição. Os valores de condomínio e IPTU/T... 21/08/22"
2145,"QC 10, JARDINS MANGUEIRAL, BRASILIA",,R$,1.700,m² R$,35,Aluguel Apartamento 48 m²,2 Quartos,1 Vaga,,"Ótimo Apartamento de 02 Quartos (2º andar) no Jardins Mangueiral QC 10 por R$1.700,00. TAXA DE CONDOMINIO E IPTU INCLUSA... 21/08/22"
2146,"SGAN 906, ASA NORTE, BRASILIA",,R$,1.450,m² R$,53,Aluguel Kitnet 27 m²,1 Quarto,,,"SGAN 906 BLOCO A APTO 109 Kitinete Mobiliada sem vaga de garagem Localização próximo a W3 Norte, Escolas, Centro de te... 21/08/22"
2147,"SHCGN 705 Bloco A, ASA NORTE, BRASILIA",,R$,2.850,m² R$,43,Aluguel Apartamento 65 m²,2 Quartos,1 Vaga,,MORE NA MELHOR OPÇÃO DE QUALIDADE DE VIDA EM BRASÍLIA APG escritório Imobiliário As melhores opções de negócio estão ... 21/08/22
2148,"EQS 504/505, ASA SUL, BRASILIA",,R$,1.550,m² R$,39,Aluguel Apartamento 39 m²,1 Quarto,,,"APARTAMENTO 39M², ESPAÇOSO, VISTA LIVRE, ARMÁRIOS. COMPOSTO POR : - Um quarto; - Sala ampla; - Banheiro; - Cozinha; ... 21/08/22"
2149,"QMSW 5, SUDOESTE, BRASILIA",,R$,1.060,m² R$,37,Aluguel Kitnet 28 m²,1 Quarto,,,QMSW 05 Lote 05 Bloco B Apartamento 14 - Residencial Saint Tropez. Chaves na portaria. VISITAS SOMENTE DURANTE O DIA. ... 21/08/22
2150,"SQS 210, ASA SUL, BRASILIA",,R$,6.000,m² R$,32,Aluguel Apartamento 185 m²,3 Quartos,1 Suíte,1 Vaga,"BSB IMOBILIÁRIO Aluga Apartamento, 185m² útil, na 210 Sul, sala c/ varanda, 3 quartos com armário sendo um suíte, banh... 21/08/22"
2151,"Rua DAS PAINEIRAS, NORTE, AGUAS CLARAS",,R$,3.500,m² R$,36,Aluguel Apartamento 96 m²,3 Quartos,1 Suíte,1 Vaga,Aconchegante e discreto: O melhor momento do seu dia é desfrutando da companhia de sua família e vivendo a satisfação d... 21/08/22
2152,"SQNW 307 Bloco H, NOROESTE, BRASILIA",,R$,7.000,m² R$,44,Aluguel Apartamento 156 m²,2 Quartos,1 Suíte,2 Vagas,"Se você procura uma cobertura diferenciada semi-nova por um preço justo, com vista privilegiada e livre e duas vagas de ... 21/08/22"
2153,"Rua 35, NORTE, AGUAS CLARAS",,R$,2.900,m² R$,31,Aluguel Apartamento 91 m²,3 Quartos,1 Suíte,1 Vaga,"AP13648 - Apartamento para alugar com 3 quartos, reformado 91m² - Rua 35 Norte Lote 05 - Cidade das Águas, Águas Claras ... 21/08/22"
2154,"SQSW 103, SUDOESTE, BRASILIA",SQSW 103 · 3 QUARTOS · REFORMADO · 98406-4109,R$,7.000,m² R$,66,Aluguel Apartamento 105 m²,3 Quartos,1 Suíte,1 Vaga,"MALBECK IMÓVEIS aluga: Apartamento com alto padrão de reforma, finamente decorado!!! O imóvel é composto por: ... 21/08/22"
2155,"QI 31, GUARA II, GUARA",,R$,2.000,m² R$,26,Aluguel Apartamento 76 m²,3 Quartos,1 Vaga,,"QI 31, Bloco B, Guará II - DF Alugue este imóvel com seu cartão de crédito pela CredPago Apartamento composto de sala ... 21/08/22"
2156,"QI 27 Lote 10, GUARA II, GUARA",Edifício Condomínio Jornalistas,R$,1.750,m² R$,23,Aluguel Apartamento 74 m²,3 Quartos,1 Suíte,1 Vaga,"Localizado no Centro do Guará, perto de pontos importante de Brasília, tais como: Park Shopping, Zoológico. Apartamento... 21/08/22"
2157,"SQN 308 Bloco I, ASA NORTE, BRASILIA",,R$,6.500,m² R$,50,Aluguel Apartamento 130 m²,3 Quartos,1 Suíte,,"CBL Imoveis aluga, SQN 308, BL I, AP maravilhoso, com projeto da renomada arquiteta May Moura, salão, 03 quartos, sendo ... 21/08/22"
2158,"SHTN, ASA NORTE, BRASILIA",", GOLDEN TULIP",R$,4.500,m² R$,88,Aluguel Apartamento 51 m²,1 Quarto,1 Suíte,,"APART HOTEL NO GOLDEN TULIP A VENDA, VISTA PARA O LAGO! Ótimo apartamento situado no hotel Golden Tulip de Brasília. ... 21/08/22"
2159,"Rua DAS PITANGUEIRAS, SUL, AGUAS CLARAS",,R$,2.000,m² R$,25,Aluguel Apartamento 78 m²,3 Quartos,1 Suíte,1 Vaga,"SALA, 3 QUARTOS (SENDO 1 SUITE) 2 QUARTOS COM ARMÁRIOS, BANHEIRO COM ARMÁRIO, COZINHA COM ARMÁRIOS, DCE, GARAGEM. ÁREA ... 21/08/22"
2160,"Rua DAS PAINEIRAS, SUL, AGUAS CLARAS",,R$,1.000,m² R$,28,Aluguel Apartamento 35 m²,2 Quartos,,,"AP13373 - Apartamento para alugar com 2 quartos, 35m² - Av Araucarias Lote 305 - Maggiori Shopping, Águas Claras - Df P... 21/08/22"
2161,"Avenida Monumental, SETOR MEIRELES, SANTA MARIA",TOTAL VILLE QD 301,R$,650,m² R$,14,Aluguel Apartamento 45 m²,2 Quartos,1 Vaga,,"Apartamento no 4º andar, 2 quartos com armários na cozinha e 1 vaga para carro. Condomínio com lazer e portaria 24 hora... 21/08/22"
2162,"QI 25, GUARA II, GUARA",,R$,1.000,m² R$,33,Aluguel Kitnet 30 m²,1 Quarto,,,"A PAI- Paulo Alencar Imóveis e a PATRIMOB anunciam: SALA, QUARTO, COZINHA, BANHEIRO COM BLINDEX. OBS: CHAVE ESTA NO LO... 21/08/22"
2163,"Rua 37, NORTE, AGUAS CLARAS",", Vive la vie",R$,3.700,m² R$,35,Aluguel Apartamento 105 m²,3 Quartos,3 Suítes,2 Vagas,"Armários em todos os quartos, banheiros e cozinha. Rack para TV e escrivaninha. Lazer completo Praça das águas, Pet Ca... 21/08/22"
2164,"SQN 309 Bloco B, ASA NORTE, BRASILIA",,R$,3.300,m² R$,47,Aluguel Apartamento 69 m²,2 Quartos,,,"DALL'OCA IMÓVEIS ALUGA: Ótimo apartamento, andar alto, localizado próximo a parada de ônibus, comércio diversificado, f... 21/08/22"
2165,"QE 4, GUARA I, GUARA",,R$,1.000,m² R$,19,Aluguel Apartamento 52 m²,1 Quarto,,,"LINDO APARTAMENTO DE 1 QUARTO - QE 04, GUARA I - BRASILIA\DF COMPOSTO POR:   - SALA; - COZINHA; - ÁREA DE SERVIÇO; - 1 Q... 21/08/22"
2166,"SCN Quadra 1, ASA NORTE, BRASILIA",,R$,1.100,m² R$,39,Aluguel Apartamento 28 m²,1 Quarto,,,"CLSW 302 Bloco B - Ed. Central Park, Sudoeste - DF Alugue este imóvel com seu cartão de crédito pela CredPago Unidade ... 21/08/22"
2167,"QE 40, GUARA II, GUARA",,R$,950,m² R$,19,Aluguel Apartamento 50 m²,2 Quartos,,,"Excelente apartamento com 2 quartos, sala, cozinha americana com bancada em granito, armários, fogão cook top 5 bocas e ... 21/08/22"
2168,"QNO 1 Conjunto H, CEILANDIA NORTE, CEILANDIA",,R$,950,m² R$,19,Aluguel Kitnet 50 m²,1 Quarto,,,QNO 09 CONJUNTO H AP 01 - 02 Quarto; - 01 Suíte; - 02 Salas; - Cozinha; - 01 Banheiro. Localização excelente VENHA M... 21/08/22
2169,"Rua 10 Chacará 325, VICENTE PIRES, VICENTE PIRES",,R$,900,m² R$,23,Aluguel Apartamento 38 m²,1 Quarto,,,"Realiza Imóveis aluga apto de 01 quarto, sala, banheiro social, cozinha conjugada com área de serviço, sem vaga de garag... 21/08/22"
2170,"QI 6 Bloco O, GUARA I, GUARA",,R$,1.300,m² R$,15,Aluguel Apartamento 82 m²,3 Quartos,1 Suíte,,"EXELENTE APARTAMENTO NA QI 06 BLOCO O!! - SALA COMPOSTA POR DOIS AMBIENTES, SALA DE ESTAR E JANTAR. - COZINHA COM AR... 21/08/22"
2171,"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,R$,2.000,m² R$,28,Aluguel Apartamento 70 m²,3 Quartos,1 Suíte,1 Vaga,EDVALDO MOREIRA ALUGA APARTAMENTO 3 QUARTOS COM SUITE 70m²: Sala 1 Suíte 2 Quartos sociais Banheiro social Cozinha amer... 21/08/22
2172,"QE 40 Conjunto N, GUARA II, GUARA",CONJUNTO N,R$,900,m² R$,18,Aluguel Apartamento 50 m²,2 Quartos,,,"Apartamento de 2 quartos localizado na QE 40 Conjunto N. Sala ampla, cozinha americana, sala e banheiro social. 21/08/22"
2173,"QE 28 Bloco A, GUARA II, GUARA",,R$,650,m² R$,21,Aluguel Kitnet 30 m²,1 Quarto,,,"A Trato Feito Imóveis está alugando uma kitnete na QE 28 do Guará II, A unidade é kitnet ou seja um vão com pia e banhei... 21/08/22"
2174,"QE 40 Conjunto D, GUARA II, GUARA",,R$,760,m² R$,17,Aluguel Apartamento 44 m²,2 Quartos,,,"AP5276 - Apartamento para alugar 2 quartos 44m² - Qe 40, Guara II, Df Para agendar visita, copie e cole o link abaixo e... 21/08/22"
2175,"QMSW 6 Lote 8, SUDOESTE, BRASILIA",,R$,2.100,m² R$,77,Aluguel Apartamento 27 m²,1 Quarto,1 Vaga,,"Linda kitnet que acabou de sair do forno a espera de você, que está a procurar de conhecer novos ares, uma nova perspect... 21/08/22"
2176,"AOS 01 Bloco F, OCTOGONAL, BRASILIA",,R$,2.500,m² R$,36,Aluguel Apartamento 68 m²,2 Quartos,,,"A PAI- Paulo Alencar Imóveis e a PATRIMOB anunciam: Apartamento 02 quartos com armários, sala, cozinha com armário, áre... 21/08/22"
2177,"CA 08, LAGO NORTE, BRASILIA","Excelente Kitnet no Lago Norte, Domus Nobile",R$,1.300,m² R$,49,Aluguel Kitnet 26 m²,1 Quarto,1 Suíte,1 Vaga,"Excelente Kitnet no Lago Norte! Com uma planta de 26m² de área privativa! Nascente, bem iluminado e ventilado! Sala e Co... 21/08/22"
2178,"SQS 409 Bloco F, ASA SUL, BRASILIA",,R$,1.900,m² R$,63,Aluguel Apartamento 30 m²,1 Quarto,,,Alugamos ótimo Apto MOBILIADO na SQS 409 Bloco F composto de: - Sala com sofá cama e rack para TV; - Cozinha estilo ame... 21/08/22
2179,"Avenida Monumental, SETOR MEIRELES, SANTA MARIA",TOTAL VILLE QD 302,R$,700,m² R$,10,Aluguel Apartamento 65 m²,2 Quartos,1 Vaga,,"Térreo com 2 quartos e 1 vaga para carro. Condomínio com área de lazer e portaria 24 horas. Para Comprar, Vender ou Alu... 21/08/22"
2180,"CA 05, LAGO NORTE, BRASILIA",,R$,1.100,m² R$,23,Aluguel Kitnet 47 m²,1 Quarto,,,"Kitnet em vão livre, com aproximadamente 47 m² e banheiro social. Muito bem localizado, o imóvel está próximo à Admini... 21/08/22"
2181,"CCSW 2 Lote 3, SUDOESTE, BRASILIA",,R$,4.500,m² R$,68,Aluguel Apartamento 66 m²,1 Quarto,1 Suíte,1 Vaga,"UNIQUE RESIDENCE CLUB: 100% revestido, guarita com portaria 24 horas, hall social decorado, lazer completo, circuito int... 21/08/22"
2182,"SGAN 912, ASA NORTE, BRASILIA",,R$,1.250,m² R$,48,Aluguel Kitnet 26 m²,1 Quarto,1 Vaga,,MERCADO SEGURO IMÓVEIS vende: - SGAN 911 - Semi mobiliada - 3o andar - 26 m² de área útil - Quarto separado da sala ... 21/08/22
2183,"CSA 2, TAGUATINGA SUL, TAGUATINGA",,R$,1.800,m² R$,24,Aluguel Apartamento 73 m²,3 Quartos,1 Vaga,,CSA 2 - Apartamento 3 Quartos Excelente apartamento de - 3 Quartos com armários - Sala - Cozinha com ... 21/08/22
2184,"Rua 30, SUL, AGUAS CLARAS",,R$,2.200,m² R$,31,Aluguel Apartamento 70 m²,3 Quartos,1 Suíte,1 Vaga,"Alugamos ótimo Apto na Rua 30 Sul - Ed. Portal das Araucárias, composto de: - Sala para 02 ambientes; - 03 quartos com a... 21/08/22"
2185,"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",,R$,1.650,m² R$,44,Aluguel Apartamento 37 m²,1 Quarto,1 Vaga,,Rua das Figueiras - Figueiras Residence Mall. Alugue este imóvel com seu cartão de crédito pela CredPago A COEMI IMÓVE... 21/08/22
2186,"QNM 3 Conjunto A, CEILANDIA SUL, CEILANDIA",,R$,630,m² R$,12,Aluguel Apartamento 50 m²,1 Quarto,,,:: Apartamento Reformado - QNM 03 - Frente para Via Leste . 50 m2 . Quarto . Sala . Cozinha . Banheiro . A... 21/08/22
2187,"SQNW 311 Bloco C, NOROESTE, BRASILIA",,R$,1.900,m² R$,57,Aluguel Apartamento 33 m²,1 Quarto,1 Vaga,,"MRC IMÓVEIS ALUGA: EXCELENTE 1 QUARTO - VARANDA - RICO EM ARMÁRIOS Apto primeiro andar, sala, cozinha americana/área ... 21/08/22"
2188,"SQN 214 Bloco K, ASA NORTE, BRASILIA",,R$,3.500,m² R$,44,Aluguel Apartamento 79 m²,2 Quartos,1 Suíte,1 Vaga,SQN 214 Bloco K - Asa Norte - DF Alugue este imóvel com seu cartão de crédito pela CredPago Apartamento disposto em s... 21/08/22
2189,"QE 40, GUARA II, GUARA",,R$,1.000,m² R$,26,Aluguel Apartamento 38 m²,1 Quarto,1 Suíte,1 Vaga,"QE 40 Área especial 06 Ed. Colorado Ótimo apartamento semi mobiliado com: Sala com painel para TV, todo no porcelanato... 21/08/22"
2190,"Área Especial 4, GUARA II, GUARA",,R$,950,m² R$,22,Aluguel Kitnet 43 m²,1 Quarto,,,"Branco Imóveis - Aluga kitnet AE 04 BLOCO B, Guará II. Excelente localização, próximo ao Banco BRB e Banco Itaú, farmáci... 21/08/22"
2191,"CCSW 2 Lote 4, SUDOESTE, BRASILIA",Linea Studio,R$,1.790,m² R$,55,Aluguel Kitnet 32 m²,1 Quarto,1 Vaga,,Linda kitnet com área de lazer e 1 vaga! Linea Studio Home – CCSW 02 O APTO . 32m² área privativa . 4º Andar . 1 vag... 21/08/22
2192,"Rua 16, JARDIM IPANEMA, VALPARAISO DE GOIAS",,R$,900,m² R$,15,Aluguel Apartamento 60 m²,2 Quartos,1 Vaga,,IMÓVEL COMPOSTO POR: - 2 QUARTOS; - BANHEIRO SOCIAL; - COZINHA COM ÁREA DE SERVIÇO; - SALA COM DOIS AMBIENTES - GAR... 21/08/22
2193,"SQN 303 Bloco I, ASA NORTE, BRASILIA",,R$,3.300,m² R$,51,Aluguel Apartamento 64 m²,2 Quartos,1 Vaga,,Aconchegante apartamento nascente - SQN 303 BLOCO I - ED. CHAMPS ELYSEES - ASA NORTE Composto por 02 quartos com armár... 21/08/22
2194,"QE 46 Área Especial 3, GUARA II, GUARA",,R$,950,m² R$,35,Aluguel Kitnet 27 m²,1 Quarto,1 Vaga,,"KN0636 - Kit para alugar com 1 quarto, 27m² - Qe 46 Ae 03 Bloco C - Valentina, Guara II - Df Para agendar visita, copie... 21/08/22"
2195,"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,R$,6.500,m² R$,32,Aluguel Apartamento 200 m²,3 Quartos,2 Suítes,2 Vagas,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
2196,"QMSW 5 Lote 8, SUDOESTE, BRASILIA",Ed Boulevard Antares II,R$,1.100,m² R$,33,Aluguel Kitnet 33 m²,1 Quarto,,,"CHAVES NO LOCAL NA CAIXA DE CORREIOS, VISITAS DAS 08:00hs até 18:00hs. Quitinete 111, do Ed. Boulevard Antares II par... 21/08/22"
2197,"SETOR DE INDUSTRIAS, SETOR LESTE, GAMA",,R$,2.110,m² R$,211.000,Aluguel Apartamento 0 m²,2 Quartos,1 Suíte,1 Vaga,MECTA IMOBILIÁRIA aluga excelente apartamento mobiliado no Residencial Gamaggiore: edifício com área de lazer completa! ... 21/08/22
2198,"CLN 209, ASA NORTE, BRASILIA",,R$,1.200,m² R$,40,Aluguel Kitnet 30 m²,1 Quarto,,,"Kitnete com 1 quarto para alugar no CLN 209, Asa Norte. Brasília. 3 coisas que mais amamos nesta kitinete: Funcional: ... 21/08/22"
2199,"Rua 18, GUARA II, GUARA",,R$,950,m² R$,31,Aluguel Apartamento 30 m²,1 Quarto,,,"AP5592 - Apartamento para alugar 1 quarto, 36m², Rua 18, Lote 19, Polo de Modas, Guara II, Brasília Df. Para agendar vi... 21/08/22"
2200,"SCRN 710/711 Bloco G, ASA NORTE, BRASILIA",,R$,2.700,m² R$,36,Aluguel Apartamento 75 m²,2 Quartos,,,EQ 710 711 NORTE 02 QUARTOS REFORMADO COM ARMÁRIOS E DCE Apartamento recém-reformado no porcelanato com armários plan... 21/08/22
2201,"Avenida Jacarandá, SUL, AGUAS CLARAS","lote 20, Spot Apartments Hplus Long Stay",R$,1.000,m² R$,29,Aluguel Apartamento 34 m²,1 Quarto,1 Suíte,1 Vaga,"* * * * * Cipriano Imóveis Aluga * * * * * *Ética, respeito e responsabilidade são nossos valores!* Do imóvel: ... 21/08/22"
2202,"QNN 11, CEILANDIA NORTE, CEILANDIA",,R$,1.400,m² R$,20,Aluguel Apartamento 67 m²,3 Quartos,1 Suíte,1 Vaga,3 quartos no West Side - QNN 11 da Ceilandia. Sobre o apartamento: - 3 qts sendo 01 suite; - 67 m2; - sala - cozinha -... 21/08/22
2203,"QE 46 Área Especial 3, GUARA II, GUARA",,R$,900,m² R$,900,Aluguel Kitnet 1 m²,1 Quarto,1 Vaga,,"KN1159 - Kit para alugar com 1 quarto, XXm² - Qe 46 Ae 03 Bloco C, Valentina - Guara II, Df Para agendar visita, copie ... 21/08/22"
2204,"Quadra 6 Conjunto 6F, JARDIM RORIZ, PLANALTINA",,R$,700,m² R$,20,Aluguel Kitnet 35 m²,1 Quarto,,,"LINDO APT COM VARANDA AMPLA! EM FRENTE O SUPERMERCADO OFERTÃO! PRÓXIMO DA LOJA ""EMBALAGEM BRASIL"". APT 104 01 QUARTO; ... 21/08/22"
2205,"SQN 211 Bloco C, ASA NORTE, BRASILIA",,R$,3.700,m² R$,38,Aluguel Apartamento 97 m²,3 Quartos,1 Suíte,1 Vaga,"ALUGO APARTAMENTO NA SQN 211 BLOCO C, VISTA LIVRE PARA AREA VERDE, COBERTURA COLETIVA, COMPOSTO DE: SALA AMPLA PARA 02 ... 21/08/22"
2206,"Avenida Central Bloco 1645, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,R$,950,m² R$,15,Aluguel Apartamento 61 m²,2 Quartos,,,"ENDEREÇO: AVENIDA CENTRAL BLOCO 1645LOTES 02, 03 E 04 APT 301 - ED. GUARARAPES - NÚCLEO BANDEIRANTE - DF. Um apartam... 21/08/22"
2207,"SGAN 911, ASA NORTE, BRASILIA",,R$,1.700,m² R$,60,Aluguel Kitnet 28 m²,1 Quarto,1 Vaga,,ÓTIMA OPORTUNIDADE DE MORAR BEM NA ASA NORTE ALUGUEL INCLUSOS CONDOMÍNIO E IPTU TEMPORADA MINIMA DE 03 MESES O MELHOR... 21/08/22
2208,"QRSW 6 Bloco B 8, SUDOESTE, BRASILIA",,R$,2.550,m² R$,40,Aluguel Apartamento 63 m²,2 Quartos,,,"Excelente apt mobiliado no Sudoeste Econômico, QRSW 6 B8 DISPONIVEL DIA 20 DE SETEMBRO DE 2022 1º andar vazado igual as ... 21/08/22"
2209,"Rua 37, SUL, AGUAS CLARAS",,R$,2.900,m² R$,34,Aluguel Apartamento 85 m²,3 Quartos,1 Suíte,1 Vaga,"AP13671 - Apartamento para alugar com 3 quartos, 85m² - Rua 37 Sul Lote 08 - Ilha de Sardenha, Águas Claras - Df Para a... 21/08/22"
2210,"Praça 310 A QS 05, AREAL, AGUAS CLARAS",,R$,1.500,m² R$,23,Aluguel Apartamento 65 m²,2 Quartos,1 Suíte,1 Vaga,"AP13790 - Apartamento para alugar com 2 quartos, 65m² - Qs 05 Praca 310 A, Varandas do Sul - Areal, Df Para agendar vis... 21/08/22"
2211,"QC 10, JARDINS MANGUEIRAL, BRASILIA",,R$,2.000,m² R$,41,Aluguel Apartamento 48 m²,2 Quartos,1 Vaga,,"Ótimo Apartamento de 02 Quartos (térreo) no Jardins Mangueiral QC 10 por R$2.000,00. TAXA DE CONDOMINIO E IPTU INCLUSA! ... 21/08/22"
2212,"CLN 303 Bloco B, ASA NORTE, BRASILIA",,R$,800,m² R$,25,Aluguel Kitnet 31 m²,1 Quarto,,,"Composto por sala, copa com armários planejados, quarto com varanda e banheiro com armário planejado e box de acrílico. ... 21/08/22"
2213,"CCSW 4 Lote 4 Bloco D, SUDOESTE, BRASILIA",,R$,1.300,m² R$,52,Aluguel Kitnet 25 m²,1 Quarto,1 Suíte,1 Vaga,"CCSW 04 - TOP MASTER - SUDOESTE. Excelente kitinete semi-mobiliada, com piso em ceramica; Sala com armários e sofá para... 21/08/22"
2214,"Avenida das Araucárias, SUL, AGUAS CLARAS",,R$,950,m² R$,28,Aluguel Apartamento 33 m²,1 Quarto,1 Vaga,,Edifício Turmalina - Águas Claras SUL - SALA - WC SOCIAL - COZINHA - Possui Elevador e Vaga de Garagem - POENTE Chav... 21/08/22
2215,"QNM 1 Conjunto C, CEILANDIA SUL, CEILANDIA",LT 1/3 APT 101 ou 103,R$,900,m² R$,18,Aluguel Apartamento 50 m²,2 Quartos,,,"APARTAMENTOS BEM LOCALIZADOS AO LADO DO CENTRO DA CEILÂNDIA, CADA UM COM 02 QUARTOS, SALA, BANHEIRO, COZINHA E ÁREA DE S... 21/08/22"
2216,"SQS 403 Bloco R, ASA SUL, BRASILIA",,R$,3.000,m² R$,35,Aluguel Apartamento 85 m²,3 Quartos,,,"403 Sul Apartamento mobiliado com 3 quartos, sala, cozinha, banheiro social , área de serviço e DCE. Com armários em t... 21/08/22"
2217,"CLN 403 Bloco A, ASA NORTE, BRASILIA",,R$,1.200,m² R$,26,Aluguel Kitnet 45 m²,1 Quarto,,,"Excelente Kitinet dividida, com espaços amplos e agradáveis. Localizada no centro de Brasília, conta com a melhor infra... 21/08/22"
2218,"SQN 407 Bloco B, ASA NORTE, BRASILIA",,R$,1.900,m² R$,31,Aluguel Apartamento 60 m²,1 Quarto,,,"APARTAMENTO COMPOSTO DE SALA, UM QUARTO COM ARMÁRIO, SUITE COM BOX DE BLINDEX, COZINHA AMERICANA COM ARMÁRIOS, AREA DE S... 21/08/22"
2219,"Rua 34, SUL, AGUAS CLARAS",,R$,1.600,m² R$,35,Aluguel Apartamento 45 m²,1 Quarto,1 Vaga,,"Rua 34 sul lote 08 apartamento 405 LE PAYSAGE 01 quarto com armários e ar condicionado, sala com varanda com armário, ... 21/08/22"
2220,"QE 40 Conjunto J, GUARA II, GUARA",,R$,1.500,m² R$,16,Aluguel Apartamento 90 m²,2 Quartos,1 Suíte,,"EXCELENTE APARTAMENTO NO 1º ANDAR. 100 M² 2 QUARTOS (SENDO 1 SUITE), SALA, COPA-COZINHA E ÁREA DE SERVIÇOS. MUITO BEM ... 21/08/22"
2221,"Avenida Central Blocos 380/510, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE","Lotes 499/505-A, Ed. Quebec",R$,220.000,m² R$,4.053,Aluguel Apartamento 54 m²,2 Quartos,,,"Excelente apartamento, com ótima localização, na Avenida Central, Ed. Quebec. Com 54,27m2 de área construída, o imóvel d... 21/08/22"
2222,"SGAN 911, ASA NORTE, BRASILIA",BLOCO H ED. GREEN PARK,R$,1.100,m² R$,43,Aluguel Kitnet 25 m²,1 Quarto,1 Vaga,,"Excelente Kitnet. Com sala, cozinha, quarto e banheiro. Bem localizada, sem poluição sonora. ALUGUEL: Bruto R$ 1.250,00,... 21/08/22"
2223,"Rua 5, NORTE, AGUAS CLARAS",", Modernlife",R$,1.400,m² R$,42,Aluguel Apartamento 33 m²,1 Quarto,1 Suíte,1 Vaga,"Modern Life - 01 Quarto Apartamento com sala, cozinha americana com armários, quarto com armários, banheiro com armários... 21/08/22"
